Device,Pressure,Temperature,Volumetric Flow,Mass Flow,Set Point,Total,Gas,Date,Time,Elaps. Mill.
B,14.33,23.20,50.72,49.74,50.00,,Air,04/09/2020,15:52:40.711,98955.6337
B,14.32,23.20,50.75,49.77,50.00,,Air,04/09/2020,15:52:40.821,99066.1676
B,14.32,23.20,50.71,49.73,50.00,,Air,04/09/2020,15:52:40.930,99176.4172
B,14.32,23.20,50.72,49.74,50.00,,Air,04/09/2020,15:52:41.039,99284.2125
B,14.32,23.20,50.72,49.74,50.00,,Air,04/09/2020,15:52:41.149,99393.2456
B,14.32,23.20,50.74,49.77,50.00,,Air,04/09/2020,15:52:41.258,99503.34
B,14.32,23.20,50.73,49.75,50.00,,Air,04/09/2020,15:52:41.368,99613.6658
B,14.32,23.20,50.73,49.74,50.00,,Air,04/09/2020,15:52:41.477,99722.4204
B,14.32,23.20,50.73,49.74,50.00,,Air,04/09/2020,15:52:41.586,99830.3707
B,14.32,23.20,50.70,49.71,50.00,,Air,04/09/2020,15:52:41.696,99940.2802
B,14.32,23.20,50.72,49.73,50.00,,Air,04/09/2020,15:52:41.805,100049.5549
B,14.32,23.20,50.70,49.71,50.00,,Air,04/09/2020,15:52:41.914,100158.6921
B,14.32,23.20,50.70,49.71,50.00,,Air,04/09/2020,15:52:42.024,100268.024
B,14.32,23.20,50.71,49.72,50.00,,Air,04/09/2020,15:52:42.133,100378.4064
B,14.32,23.20,50.75,49.76,50.00,,Air,04/09/2020,15:52:42.242,100487.3801
B,14.32,23.20,50.74,49.76,50.00,,Air,04/09/2020,15:52:42.352,100596.4922
B,14.32,23.20,50.74,49.76,50.00,,Air,04/09/2020,15:52:42.461,100705.2196
B,14.32,23.20,50.70,49.72,50.00,,Air,04/09/2020,15:52:42.570,100815.0101
B,14.32,23.20,50.71,49.73,50.00,,Air,04/09/2020,15:52:42.680,100924.5556
B,14.32,23.20,50.71,49.73,50.00,,Air,04/09/2020,15:52:42.789,101035.2057
B,14.32,23.19,50.76,49.77,50.00,,Air,04/09/2020,15:52:42.899,101143.9183
B,14.32,23.19,50.71,49.73,50.00,,Air,04/09/2020,15:52:43.008,101252.7052
B,14.32,23.19,50.70,49.72,50.00,,Air,04/09/2020,15:52:43.117,101361.872
B,14.32,23.19,50.70,49.72,50.00,,Air,04/09/2020,15:52:43.226,101471.8786
B,14.32,23.19,50.71,49.73,50.00,,Air,04/09/2020,15:52:43.336,101582.1518
B,14.32,23.19,50.73,49.75,50.00,,Air,04/09/2020,15:52:43.445,101689.8929
B,14.32,23.19,50.72,49.74,50.00,,Air,04/09/2020,15:52:43.554,101799.3827
B,14.32,23.19,50.72,49.74,50.00,,Air,04/09/2020,15:52:43.664,101910.5005
B,14.32,23.19,50.75,49.76,50.00,,Air,04/09/2020,15:52:43.773,102019.0211
B,14.32,23.19,50.76,49.78,50.00,,Air,04/09/2020,15:52:43.883,102129.8461
B,14.32,23.19,50.76,49.78,50.00,,Air,04/09/2020,15:52:43.992,102236.9403
B,14.32,23.19,50.76,49.79,50.00,,Air,04/09/2020,15:52:44.101,102346.895
B,14.32,23.19,50.78,49.80,50.00,,Air,04/09/2020,15:52:44.211,102455.0322
B,14.32,23.19,50.78,49.80,50.00,,Air,04/09/2020,15:52:44.320,102564.3747
B,14.32,23.19,50.84,49.86,50.00,,Air,04/09/2020,15:52:44.429,102673.6683
B,14.32,23.19,50.87,49.89,50.00,,Air,04/09/2020,15:52:44.539,102784.0747
B,14.32,23.19,50.91,49.93,50.00,,Air,04/09/2020,15:52:44.648,102892.8058
B,14.32,23.19,50.91,49.93,50.00,,Air,04/09/2020,15:52:44.761,103005.5543
B,14.32,23.19,50.97,49.98,50.00,,Air,04/09/2020,15:52:44.871,103115.0646
B,14.32,23.19,51.04,50.05,50.00,,Air,04/09/2020,15:52:44.980,103224.9978
B,14.32,23.19,51.07,50.08,50.00,,Air,04/09/2020,15:52:45.089,103334.0191
B,14.32,23.19,51.07,50.08,50.00,,Air,04/09/2020,15:52:45.198,103442.8062
B,14.32,23.19,51.14,50.15,50.00,,Air,04/09/2020,15:52:45.308,103552.8737
B,14.32,23.19,51.14,50.16,50.00,,Air,04/09/2020,15:52:45.417,103663.183
B,14.32,23.19,51.12,50.14,50.00,,Air,04/09/2020,15:52:45.527,103771.1019
B,14.32,23.19,51.12,50.14,50.00,,Air,04/09/2020,15:52:45.636,103881.2654
B,14.32,23.19,51.10,50.11,50.00,,Air,04/09/2020,15:52:45.745,103989.6098
B,14.32,23.19,51.11,50.13,50.00,,Air,04/09/2020,15:52:45.855,104099.1797
B,14.32,23.19,51.11,50.13,50.00,,Air,04/09/2020,15:52:45.964,104208.139
B,14.32,23.19,51.12,50.14,50.00,,Air,04/09/2020,15:52:46.073,104319.3551
B,14.32,23.19,51.16,50.18,50.00,,Air,04/09/2020,15:52:46.183,104427.489
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:46.292,104536.5365
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:46.402,104645.8006
B,14.32,23.18,51.11,50.12,50.00,,Air,04/09/2020,15:52:46.511,104755.725
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:46.620,104865.1816
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:46.730,104974.3717
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:46.839,105085.5716
B,14.32,23.18,51.12,50.13,50.00,,Air,04/09/2020,15:52:46.948,105194.0789
B,14.32,23.18,51.11,50.12,50.00,,Air,04/09/2020,15:52:47.058,105302.3149
B,14.32,23.18,51.11,50.12,50.00,,Air,04/09/2020,15:52:47.167,105412.3361
B,14.32,23.18,51.10,50.12,50.00,,Air,04/09/2020,15:52:47.276,105521.3192
B,14.32,23.18,51.12,50.12,50.00,,Air,04/09/2020,15:52:47.386,105630.8468
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:47.498,105742.8789
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:47.608,105852.1207
B,14.32,23.18,51.10,50.12,50.00,,Air,04/09/2020,15:52:47.717,105961.5861
B,14.32,23.18,51.09,50.11,50.00,,Air,04/09/2020,15:52:47.826,106071.0462
B,14.32,23.18,51.09,50.11,50.00,,Air,04/09/2020,15:52:47.936,106180.0666
B,14.32,23.18,51.08,50.09,50.00,,Air,04/09/2020,15:52:48.045,106289.923
B,14.32,23.18,51.09,50.11,50.00,,Air,04/09/2020,15:52:48.154,106398.7476
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:48.264,106508.2738
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:48.373,106619.5398
B,14.32,23.18,51.08,50.10,50.00,,Air,04/09/2020,15:52:48.482,106727.5111
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:48.592,106836.3911
B,14.32,23.18,51.14,50.16,50.00,,Air,04/09/2020,15:52:48.701,106946.0987
B,14.32,23.18,51.14,50.16,50.00,,Air,04/09/2020,15:52:48.810,107054.4218
B,14.32,23.18,51.07,50.09,50.00,,Air,04/09/2020,15:52:48.920,107165.5438
B,14.32,23.18,51.07,50.09,50.00,,Air,04/09/2020,15:52:49.029,107273.653
B,14.32,23.18,51.06,50.08,50.00,,Air,04/09/2020,15:52:49.139,107383.9866
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:49.248,107492.6103
B,14.32,23.18,51.09,50.09,50.00,,Air,04/09/2020,15:52:49.357,107602.7845
B,14.32,23.18,51.09,50.09,50.00,,Air,04/09/2020,15:52:49.466,107710.7197
B,14.32,23.18,51.09,50.10,50.00,,Air,04/09/2020,15:52:49.576,107821.3282
B,14.32,23.18,51.10,50.11,50.00,,Air,04/09/2020,15:52:49.685,107929.6168
B,14.32,23.18,51.09,50.11,50.00,,Air,04/09/2020,15:52:49.795,108039.0655
B,14.32,23.18,51.09,50.11,50.00,,Air,04/09/2020,15:52:49.904,108148.5631
B,14.32,23.18,51.12,50.14,50.00,,Air,04/09/2020,15:52:50.013,108257.8608
B,14.32,23.18,51.06,50.08,50.00,,Air,04/09/2020,15:52:50.123,108367.3029
B,14.32,23.18,51.06,50.08,50.00,,Air,04/09/2020,15:52:50.232,108477.8938
B,14.32,23.18,51.07,50.08,50.00,,Air,04/09/2020,15:52:50.342,108587.6868
B,14.32,23.18,51.05,50.06,50.00,,Air,04/09/2020,15:52:50.451,108696.8815
B,14.32,23.18,51.13,50.14,60.00,,Air,04/09/2020,15:52:50.563,108806.9786
B,14.32,23.18,51.09,50.10,60.00,,Air,04/09/2020,15:52:50.672,108916.6409
B,14.33,23.18,52.39,51.42,60.00,,Air,04/09/2020,15:52:50.781,109026.6578
B,14.34,23.17,58.55,57.53,60.00,,Air,04/09/2020,15:52:50.891,109137.4144
B,14.35,23.17,60.54,59.49,60.00,,Air,04/09/2020,15:52:51.000,109244.3872
B,14.35,23.17,60.54,59.49,60.00,,Air,04/09/2020,15:52:51.104,109348.2909
B,14.36,23.17,61.24,60.19,60.00,,Air,04/09/2020,15:52:51.225,109469.0534
B,14.36,23.17,61.52,60.48,60.00,,Air,04/09/2020,15:52:51.344,109590.0697
B,14.36,23.17,61.52,60.48,60.00,,Air,04/09/2020,15:52:51.454,109698.6258
B,14.36,23.17,61.64,60.61,60.00,,Air,04/09/2020,15:52:51.574,109819.5508
B,14.36,23.17,61.69,60.64,60.00,,Air,04/09/2020,15:52:51.694,109938.5594
B,14.36,23.17,61.71,60.66,60.00,,Air,04/09/2020,15:52:51.816,110060.514
B,14.36,23.17,61.71,60.68,60.00,,Air,04/09/2020,15:52:51.934,110178.9331
B,14.36,23.17,61.71,60.68,60.00,,Air,04/09/2020,15:52:52.054,110299.5126
B,14.36,23.17,61.76,60.71,60.00,,Air,04/09/2020,15:52:52.174,110419.0347
B,14.36,23.17,61.77,60.73,60.00,,Air,04/09/2020,15:52:52.289,110533.801
B,14.36,23.17,61.79,60.74,60.00,,Air,04/09/2020,15:52:52.394,110639.456
B,14.36,23.17,61.79,60.74,60.00,,Air,04/09/2020,15:52:52.514,110759.049
B,14.36,23.17,61.81,60.77,60.00,,Air,04/09/2020,15:52:52.634,110879.0523
B,14.36,23.17,61.80,60.75,60.00,,Air,04/09/2020,15:52:52.754,110999.1105
B,14.36,23.17,61.86,60.81,60.00,,Air,04/09/2020,15:52:52.874,111118.888
B,14.36,23.17,61.86,60.81,60.00,,Air,04/09/2020,15:52:52.984,111228.5101
B,14.36,23.17,61.84,60.80,60.00,,Air,04/09/2020,15:52:53.094,111339.4082
B,14.36,23.17,61.82,60.77,60.00,,Air,04/09/2020,15:52:53.214,111458.844
B,14.36,23.17,61.85,60.80,60.00,,Air,04/09/2020,15:52:53.334,111580.5582
B,14.36,23.17,61.85,60.81,60.00,,Air,04/09/2020,15:52:53.460,111704.1073
B,14.36,23.17,61.85,60.81,60.00,,Air,04/09/2020,15:52:53.567,111811.8266
B,14.36,23.17,61.84,60.80,60.00,,Air,04/09/2020,15:52:53.677,111922.0193
B,14.36,23.17,61.89,60.84,60.00,,Air,04/09/2020,15:52:53.786,112031.0913
B,14.36,23.17,61.89,60.84,60.00,,Air,04/09/2020,15:52:53.896,112139.9559
B,14.36,23.17,61.86,60.81,60.00,,Air,04/09/2020,15:52:54.005,112249.4383
B,14.36,23.17,61.86,60.82,60.00,,Air,04/09/2020,15:52:54.115,112359.8265
B,14.36,23.17,61.83,60.79,60.00,,Air,04/09/2020,15:52:54.224,112468.3789
B,14.36,23.17,61.83,60.79,60.00,,Air,04/09/2020,15:52:54.333,112578.4842
B,14.36,23.17,61.83,60.79,60.00,,Air,04/09/2020,15:52:54.442,112687.0349
B,14.36,23.17,61.84,60.79,60.00,,Air,04/09/2020,15:52:54.552,112796.5553
B,14.36,23.17,61.90,60.86,60.00,,Air,04/09/2020,15:52:54.661,112906.8949
B,14.36,23.17,61.90,60.86,60.00,,Air,04/09/2020,15:52:54.772,113017.8184
B,14.36,23.17,61.86,60.80,60.00,,Air,04/09/2020,15:52:54.881,113126.9634
B,14.36,23.17,61.77,60.73,60.00,,Air,04/09/2020,15:52:54.991,113235.4587
B,14.36,23.17,61.70,60.66,60.00,,Air,04/09/2020,15:52:55.100,113344.8168
B,14.36,23.17,61.70,60.66,60.00,,Air,04/09/2020,15:52:55.209,113453.6297
B,14.36,23.17,61.54,60.50,60.00,,Air,04/09/2020,15:52:55.319,113563.829
B,14.36,23.18,61.39,60.34,60.00,,Air,04/09/2020,15:52:55.430,113674.0976
B,14.36,23.18,61.39,60.34,60.00,,Air,04/09/2020,15:52:55.539,113783.5884
B,14.36,23.18,61.18,60.12,60.00,,Air,04/09/2020,15:52:55.649,113893.101
B,14.36,23.18,61.03,59.98,60.00,,Air,04/09/2020,15:52:55.758,114002.7541
B,14.36,23.18,60.96,59.91,60.00,,Air,04/09/2020,15:52:55.867,114113.5314
B,14.36,23.18,60.96,59.91,60.00,,Air,04/09/2020,15:52:55.976,114222.2544
B,14.36,23.18,60.93,59.88,60.00,,Air,04/09/2020,15:52:56.086,114331.5591
B,14.36,23.18,60.91,59.86,60.00,,Air,04/09/2020,15:52:56.195,114443.0346
B,14.36,23.18,60.91,59.86,60.00,,Air,04/09/2020,15:52:56.304,114548.8576
B,14.36,23.18,60.91,59.86,60.00,,Air,04/09/2020,15:52:56.414,114659.0448
B,14.35,23.18,60.87,59.82,60.00,,Air,04/09/2020,15:52:56.523,114768.0106
B,14.35,23.18,60.90,59.86,60.00,,Air,04/09/2020,15:52:56.633,114878.8072
B,14.35,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:56.742,114986.1786
B,14.35,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:56.851,115095.6741
B,14.36,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:56.960,115205.196
B,14.36,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:57.070,115315.2637
B,14.36,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:57.179,115423.5834
B,14.36,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:52:57.289,115532.9489
B,14.35,23.18,60.87,59.83,60.00,,Air,04/09/2020,15:52:57.398,115643.1564
B,14.36,23.18,60.93,59.88,60.00,,Air,04/09/2020,15:52:57.508,115752.8996
B,14.36,23.18,60.93,59.88,60.00,,Air,04/09/2020,15:52:57.617,115860.804
B,14.36,23.18,60.88,59.83,60.00,,Air,04/09/2020,15:52:57.726,115970.5718
B,14.36,23.18,60.88,59.83,60.00,,Air,04/09/2020,15:52:57.835,116081.5695
B,14.35,23.18,60.88,59.84,60.00,,Air,04/09/2020,15:52:57.945,116189.5008
B,14.35,23.18,60.87,59.82,60.00,,Air,04/09/2020,15:52:58.054,116298.6828
B,14.35,23.18,60.87,59.82,60.00,,Air,04/09/2020,15:52:58.163,116407.553
B,14.35,23.18,60.86,59.81,60.00,,Air,04/09/2020,15:52:58.273,116518.3292
B,14.36,23.18,60.86,59.80,60.00,,Air,04/09/2020,15:52:58.382,116629.2181
B,14.35,23.18,60.87,59.83,60.00,,Air,04/09/2020,15:52:58.491,116736.4173
B,14.35,23.18,60.87,59.83,60.00,,Air,04/09/2020,15:52:58.601,116845.7296
B,14.36,23.18,60.88,59.84,60.00,,Air,04/09/2020,15:52:58.710,116954.9979
B,14.36,23.18,60.88,59.84,60.00,,Air,04/09/2020,15:52:58.819,117063.6898
B,14.36,23.18,60.85,59.81,60.00,,Air,04/09/2020,15:52:58.929,117173.409
B,14.36,23.18,60.85,59.80,60.00,,Air,04/09/2020,15:52:59.038,117282.4296
B,14.36,23.18,60.86,59.80,60.00,,Air,04/09/2020,15:52:59.148,117392.132
B,14.36,23.18,60.86,59.80,60.00,,Air,04/09/2020,15:52:59.257,117501.5974
B,14.36,23.18,60.86,59.80,60.00,,Air,04/09/2020,15:52:59.366,117611.541
B,14.36,23.18,60.85,59.80,60.00,,Air,04/09/2020,15:52:59.476,117720.0983
B,14.35,23.18,60.81,59.76,60.00,,Air,04/09/2020,15:52:59.585,117829.758
B,14.35,23.18,60.81,59.76,60.00,,Air,04/09/2020,15:52:59.694,117938.4005
B,14.35,23.18,60.82,59.79,60.00,,Air,04/09/2020,15:52:59.804,118048.2076
B,14.36,23.18,60.82,59.79,60.00,,Air,04/09/2020,15:52:59.913,118158.2452
B,14.36,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:00.022,118267.3989
B,14.36,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:00.132,118376.1424
B,14.36,23.18,60.85,59.80,60.00,,Air,04/09/2020,15:53:00.241,118485.3435
B,14.36,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:00.350,118595.7999
B,14.35,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:53:00.460,118704.3724
B,14.35,23.18,60.86,59.82,60.00,,Air,04/09/2020,15:53:00.569,118813.6305
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:00.678,118925.4112
B,14.36,23.18,60.80,59.76,60.00,,Air,04/09/2020,15:53:00.788,119032.5486
B,14.36,23.18,60.80,59.76,60.00,,Air,04/09/2020,15:53:00.897,119141.1991
B,14.35,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:01.006,119251.9898
B,14.35,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:01.116,119361.406
B,14.35,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:01.225,119469.5485
B,14.35,23.18,60.84,59.80,60.00,,Air,04/09/2020,15:53:01.335,119579.5944
B,14.35,23.18,60.81,59.77,60.00,,Air,04/09/2020,15:53:01.444,119688.3649
B,14.36,23.18,60.82,59.77,60.00,,Air,04/09/2020,15:53:01.553,119797.9254
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:01.663,119907.1575
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:01.772,120016.8824
B,14.35,23.18,60.81,59.77,60.00,,Air,04/09/2020,15:53:01.881,120126.4358
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:01.991,120235.3063
B,14.35,23.18,60.80,59.77,60.00,,Air,04/09/2020,15:53:02.100,120344.9485
B,14.35,23.18,60.80,59.77,60.00,,Air,04/09/2020,15:53:02.209,120453.7362
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:02.319,120563.8316
B,14.36,23.18,60.83,59.79,60.00,,Air,04/09/2020,15:53:02.428,120672.6939
B,14.36,23.18,60.83,59.79,60.00,,Air,04/09/2020,15:53:02.537,120781.8684
B,14.36,23.18,60.80,59.77,60.00,,Air,04/09/2020,15:53:02.647,120892.0348
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:02.756,121001.0171
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:02.865,121111.4041
B,14.36,23.18,60.83,59.79,60.00,,Air,04/09/2020,15:53:02.975,121219.8041
B,14.35,23.18,60.81,59.76,60.00,,Air,04/09/2020,15:53:03.084,121328.7401
B,14.36,23.18,60.83,59.79,60.00,,Air,04/09/2020,15:53:03.193,121438.351
B,14.35,23.18,60.80,59.75,60.00,,Air,04/09/2020,15:53:03.303,121548.3745
B,14.35,23.18,60.80,59.75,60.00,,Air,04/09/2020,15:53:03.412,121656.5566
B,14.36,23.18,60.81,59.77,60.00,,Air,04/09/2020,15:53:03.521,121766.0599
B,14.36,23.18,60.80,59.75,60.00,,Air,04/09/2020,15:53:03.631,121876.4919
B,14.36,23.18,60.80,59.75,60.00,,Air,04/09/2020,15:53:03.740,121984.6831
B,14.36,23.18,60.80,59.77,60.00,,Air,04/09/2020,15:53:03.849,122097.0769
B,14.36,23.18,60.79,59.75,60.00,,Air,04/09/2020,15:53:03.959,122203.5149
B,14.36,23.18,60.79,59.75,60.00,,Air,04/09/2020,15:53:04.068,122313.0752
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:04.178,122422.0702
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:04.287,122531.3368
B,14.36,23.18,60.82,59.78,60.00,,Air,04/09/2020,15:53:04.396,122641.3128
B,14.35,23.18,60.80,59.76,60.00,,Air,04/09/2020,15:53:04.506,122751.1391
B,14.36,23.18,60.78,59.74,60.00,,Air,04/09/2020,15:53:04.615,122859.5964
B,14.35,23.17,60.79,59.75,60.00,,Air,04/09/2020,15:53:04.724,122969.1824
B,14.35,23.17,60.79,59.75,60.00,,Air,04/09/2020,15:53:04.834,123078.9019
B,14.35,23.17,60.80,59.76,60.00,,Air,04/09/2020,15:53:04.943,123187.6154
B,14.36,23.17,60.77,59.73,60.00,,Air,04/09/2020,15:53:05.052,123296.7899
B,14.36,23.17,60.77,59.73,60.00,,Air,04/09/2020,15:53:05.162,123406.2264
B,14.36,23.17,60.80,59.76,60.00,,Air,04/09/2020,15:53:05.271,123516.5983
B,14.36,23.17,60.79,59.75,60.00,,Air,04/09/2020,15:53:05.380,123626.4225
B,14.36,23.17,60.80,59.76,60.00,,Air,04/09/2020,15:53:05.490,123735.3157
B,14.36,23.17,60.80,59.76,60.00,,Air,04/09/2020,15:53:05.599,123843.6192
B,14.36,23.17,60.79,59.75,60.00,,Air,04/09/2020,15:53:05.709,123953.1042
B,14.36,23.17,60.84,59.80,60.00,,Air,04/09/2020,15:53:05.818,124062.5426
B,14.35,23.17,60.78,59.74,60.00,,Air,04/09/2020,15:53:05.927,124172.4886
B,14.35,23.17,60.78,59.74,60.00,,Air,04/09/2020,15:53:06.037,124280.8794
B,14.36,23.17,60.79,59.74,60.00,,Air,04/09/2020,15:53:06.146,124390.4759
B,14.36,23.17,60.79,59.74,60.00,,Air,04/09/2020,15:53:06.255,124500.1245
B,14.36,23.17,60.80,59.76,60.00,,Air,04/09/2020,15:53:06.365,124609.2779
B,14.36,23.17,60.81,59.77,60.00,,Air,04/09/2020,15:53:06.474,124718.9592
B,14.36,23.17,60.79,59.75,60.00,,Air,04/09/2020,15:53:06.583,124827.7692
B,14.36,23.17,60.80,59.77,60.00,,Air,04/09/2020,15:53:06.693,124937.2761
B,14.36,23.17,60.80,59.77,60.00,,Air,04/09/2020,15:53:06.802,125046.2084
B,14.36,23.17,60.80,59.75,60.00,,Air,04/09/2020,15:53:06.911,125157.7607
B,14.36,23.17,61.39,60.37,70.00,,Air,04/09/2020,15:53:07.021,125266.3869
B,14.36,23.17,61.39,60.37,70.00,,Air,04/09/2020,15:53:07.130,125374.8351
B,14.38,23.17,66.70,65.68,70.00,,Air,04/09/2020,15:53:07.239,125484.0407
B,14.39,23.17,69.94,68.91,70.00,,Air,04/09/2020,15:53:07.349,125593.7402
B,14.39,23.17,69.94,68.91,70.00,,Air,04/09/2020,15:53:07.458,125702.2357
B,14.41,23.17,72.25,71.25,70.00,,Air,04/09/2020,15:53:07.578,125823.1071
B,14.40,23.17,72.46,71.46,70.00,,Air,04/09/2020,15:53:07.699,125942.8164
B,14.40,23.17,72.43,71.43,70.00,,Air,04/09/2020,15:53:07.819,126063.3769
B,14.41,23.16,72.59,71.59,70.00,,Air,04/09/2020,15:53:07.938,126183.7602
B,14.41,23.16,72.59,71.59,70.00,,Air,04/09/2020,15:53:08.058,126302.8209
B,14.40,23.16,72.56,71.56,70.00,,Air,04/09/2020,15:53:08.178,126423.8896
B,14.40,23.16,72.74,71.74,70.00,,Air,04/09/2020,15:53:08.299,126543.4449
B,14.41,23.16,72.59,71.58,70.00,,Air,04/09/2020,15:53:08.408,126652.6653
B,14.41,23.16,72.59,71.58,70.00,,Air,04/09/2020,15:53:08.528,126773.3274
B,14.40,23.16,72.72,71.73,70.00,,Air,04/09/2020,15:53:08.648,126893.3226
B,14.40,23.16,72.73,71.73,70.00,,Air,04/09/2020,15:53:08.769,127013.6286
B,14.40,23.16,72.73,71.73,70.00,,Air,04/09/2020,15:53:08.889,127134.7139
B,14.41,23.16,72.77,71.76,70.00,,Air,04/09/2020,15:53:09.008,127253.1372
B,14.41,23.16,72.60,71.61,70.00,,Air,04/09/2020,15:53:09.128,127374.451
B,14.41,23.16,72.56,71.55,70.00,,Air,04/09/2020,15:53:09.248,127492.5822
B,14.40,23.16,72.15,71.14,70.00,,Air,04/09/2020,15:53:09.368,127619.9154
B,14.40,23.16,72.15,71.14,70.00,,Air,04/09/2020,15:53:09.488,127734.3389
B,14.40,23.16,71.39,70.38,70.00,,Air,04/09/2020,15:53:09.608,127853.4564
B,14.39,23.16,70.90,69.89,70.00,,Air,04/09/2020,15:53:09.728,127974.0096
B,14.39,23.16,70.72,69.70,70.00,,Air,04/09/2020,15:53:09.839,128084.0741
B,14.39,23.16,70.72,69.70,70.00,,Air,04/09/2020,15:53:09.949,128193.451
B,14.39,23.16,70.80,69.79,70.00,,Air,04/09/2020,15:53:10.058,128302.7149
B,14.39,23.16,70.77,69.75,70.00,,Air,04/09/2020,15:53:10.168,128412.0917
B,14.39,23.17,70.71,69.69,70.00,,Air,04/09/2020,15:53:10.277,128521.4663
B,14.39,23.17,70.69,69.67,70.00,,Air,04/09/2020,15:53:10.387,128633.7135
B,14.39,23.17,70.69,69.67,70.00,,Air,04/09/2020,15:53:10.496,128741.2342
B,14.39,23.17,70.75,69.73,70.00,,Air,04/09/2020,15:53:10.605,128849.6819
B,14.39,23.17,70.71,69.68,70.00,,Air,04/09/2020,15:53:10.714,128958.961
B,14.39,23.17,70.71,69.68,70.00,,Air,04/09/2020,15:53:10.824,129068.267
B,14.39,23.17,70.69,69.68,70.00,,Air,04/09/2020,15:53:10.933,129178.7527
B,14.39,23.18,70.66,69.64,70.00,,Air,04/09/2020,15:53:11.043,129287.1503
B,14.39,23.18,70.66,69.64,70.00,,Air,04/09/2020,15:53:11.152,129398.5516
B,14.39,23.18,70.66,69.65,70.00,,Air,04/09/2020,15:53:11.261,129505.6175
B,14.39,23.18,70.62,69.60,70.00,,Air,04/09/2020,15:53:11.371,129615.3816
B,14.39,23.18,70.62,69.60,70.00,,Air,04/09/2020,15:53:11.480,129726.7223
B,14.39,23.18,70.62,69.60,70.00,,Air,04/09/2020,15:53:11.589,129834.1028
B,14.40,23.18,70.72,69.70,70.00,,Air,04/09/2020,15:53:11.699,129943.3891
B,14.39,23.18,70.71,69.69,70.00,,Air,04/09/2020,15:53:11.808,130052.413
B,14.39,23.19,70.68,69.65,70.00,,Air,04/09/2020,15:53:11.917,130161.913
B,14.39,23.19,70.68,69.65,70.00,,Air,04/09/2020,15:53:12.027,130271.1015
B,14.39,23.19,70.66,69.63,70.00,,Air,04/09/2020,15:53:12.136,130381.1444
B,14.39,23.19,70.63,69.61,70.00,,Air,04/09/2020,15:53:12.245,130489.9302
B,14.39,23.19,70.63,69.61,70.00,,Air,04/09/2020,15:53:12.355,130600.3585
B,14.39,23.19,70.67,69.64,70.00,,Air,04/09/2020,15:53:12.464,130709.5339
B,14.39,23.19,70.70,69.67,70.00,,Air,04/09/2020,15:53:12.573,130817.7709
B,14.39,23.19,70.70,69.67,70.00,,Air,04/09/2020,15:53:12.683,130927.3553
B,14.39,23.19,70.61,69.59,70.00,,Air,04/09/2020,15:53:12.792,131037.1605
B,14.39,23.19,70.61,69.59,70.00,,Air,04/09/2020,15:53:12.901,131146.4019
B,14.39,23.19,70.68,69.66,70.00,,Air,04/09/2020,15:53:13.011,131255.8292
B,14.39,23.19,70.68,69.66,70.00,,Air,04/09/2020,15:53:13.120,131364.2943
B,14.39,23.19,70.65,69.62,70.00,,Air,04/09/2020,15:53:13.230,131474.1162
B,14.39,23.19,70.64,69.62,70.00,,Air,04/09/2020,15:53:13.339,131584.0741
B,14.39,23.19,70.64,69.62,70.00,,Air,04/09/2020,15:53:13.448,131692.5999
