"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"263969","1,319.4707","0.000","32.205","60.000"
"263970","1,319.4762","-0.017","32.220","60.000"
"263971","1,319.4817","0.000","32.220","60.000"
"263972","1,319.4873","0.000","32.220","60.000"
"263973","1,319.4928","0.017","32.200","60.000"
"263974","1,319.4983","0.000","32.200","60.000"
"263975","1,319.5038","0.000","32.220","60.000"
"263976","1,319.5093","-0.017","32.205","60.000"
"263977","1,319.5133","-0.017","32.260","60.000"
"263978","1,319.5173","0.000","32.260","60.000"
"263979","1,319.5213","0.000","32.220","60.000"
"263980","1,319.5253","0.017","32.235","60.000"
"263981","1,319.5292","0.000","32.235","60.000"
"263982","1,319.5332","-0.017","32.225","60.000"
"263983","1,319.5371","-0.017","32.250","60.000"
"263984","1,319.5411","0.000","32.230","60.000"
"263985","1,319.5464","0.000","32.230","60.000"
"263986","1,319.5517","0.000","32.190","60.000"
"263987","1,319.5570","-0.017","32.205","60.000"
"263988","1,319.5623","-0.017","32.205","60.000"
"263989","1,319.5676","-0.017","32.215","60.000"
"263990","1,319.5729","0.017","32.220","60.000"
"263991","1,319.5784","0.000","32.220","60.000"
"263992","1,319.5838","-0.017","32.220","60.000"
"263993","1,319.5893","-0.017","32.235","60.000"
"263994","1,319.5945","-0.017","32.220","60.000"
"263995","1,319.5997","0.017","32.220","60.000"
"263996","1,319.6049","0.033","32.230","60.000"
"263997","1,319.6090","0.000","32.250","60.000"
"263998","1,319.6130","0.000","32.250","60.000"
"263999","1,319.6171","0.000","32.205","60.000"
"264000","1,319.6211","-0.017","32.190","60.000"
"264001","1,319.6257","0.000","32.220","60.000"
"264002","1,319.6302","0.000","32.220","60.000"
"264003","1,319.6347","0.000","32.205","60.000"
"264004","1,319.6393","0.017","32.250","60.000"
"264005","1,319.6438","0.017","32.250","60.000"
"264006","1,319.6483","-0.017","32.215","60.000"
"264007","1,319.6529","0.000","32.255","60.000"
"264008","1,319.6609","-0.017","32.255","60.000"
"264009","1,319.6688","-0.017","32.250","60.000"
"264010","1,319.6742","0.000","32.220","60.000"
"264011","1,319.6795","0.017","32.210","60.000"
"264012","1,319.6849","0.000","32.210","60.000"
"264013","1,319.6890","0.000","32.225","60.000"
"264014","1,319.6931","-0.017","32.205","60.000"
"264015","1,319.6972","0.000","32.205","60.000"
"264016","1,319.7013","0.000","32.235","60.000"
"264017","1,319.7070","0.000","32.195","60.000"
"264018","1,319.7128","0.000","32.220","60.000"
"264019","1,319.7185","0.000","32.220","60.000"
"264020","1,319.7242","0.000","32.220","60.000"
"264021","1,319.7300","0.000","32.225","60.000"
"264022","1,319.7357","0.000","32.225","60.000"
"264023","1,319.7414","0.000","32.245","60.000"
"264024","1,319.7472","0.000","32.215","60.000"
"264025","1,319.7511","0.000","32.220","60.000"
"264026","1,319.7550","0.000","32.220","60.000"
"264027","1,319.7589","0.000","32.220","60.000"
"264028","1,319.7629","-0.017","32.205","60.000"
"264029","1,319.7682","0.000","32.205","60.000"
"264030","1,319.7735","0.000","32.220","60.000"
"264031","1,319.7788","0.000","32.230","60.000"
"264032","1,319.7834","0.000","32.230","60.000"
"264033","1,319.7880","-0.017","32.220","60.000"
"264034","1,319.7926","0.000","32.240","60.000"
"264035","1,319.7972","0.017","32.180","60.000"
"264036","1,319.8018","0.017","32.180","60.000"
"264037","1,319.8063","0.000","32.205","60.000"
"264038","1,319.8109","0.000","32.235","60.000"
"264039","1,319.8164","-0.017","32.235","60.000"
"264040","1,319.8218","0.000","32.185","60.000"
"264041","1,319.8272","-0.017","32.240","60.000"
"264042","1,319.8325","0.000","32.205","60.000"
"264043","1,319.8377","0.000","32.205","60.000"
"264044","1,319.8430","-0.017","32.215","60.000"
"264045","1,319.8483","0.000","32.240","60.000"
"264046","1,319.8536","0.000","32.240","60.000"
"264047","1,319.8589","-0.017","32.220","60.000"
"264048","1,319.8634","0.000","32.200","60.000"
"264049","1,319.8680","0.000","32.200","60.000"
"264050","1,319.8726","0.000","32.215","60.000"
"264051","1,319.8771","-0.017","32.240","60.000"
"264052","1,319.8817","0.000","32.240","60.000"
"264053","1,319.8863","0.000","32.240","60.000"
"264054","1,319.8909","-0.017","32.240","60.000"
"264055","1,319.8962","-0.017","32.235","60.000"
"264056","1,319.9016","0.000","32.235","60.000"
"264057","1,319.9070","0.000","32.245","60.000"
"264058","1,319.9123","0.000","32.210","60.000"
"264059","1,319.9175","0.000","32.185","60.000"
"264060","1,319.9228","-0.017","32.185","60.000"
"264061","1,319.9281","-0.017","32.260","60.000"
"264062","1,319.9335","0.000","32.200","60.000"
"264063","1,319.9388","0.000","32.200","60.000"
"264064","1,319.9434","0.000","32.210","60.000"
"264065","1,319.9479","-0.017","32.240","60.000"
"264066","1,319.9525","-0.017","32.205","60.000"
"264067","1,319.9571","-0.017","32.205","60.000"
"264068","1,319.9616","0.000","32.185","60.000"
"264069","1,319.9662","0.000","32.260","60.000"
"264070","1,319.9707","0.000","32.260","60.000"
"264071","1,319.9762","0.000","32.230","60.000"
"264072","1,319.9816","-0.017","32.215","60.000"
"264073","1,319.9871","-0.017","32.215","60.000"
"264074","1,319.9923","0.000","32.255","60.000"
"264075","1,319.9975","0.000","32.200","60.000"
"264076","1,320.0028","-0.017","32.235","60.000"
"264077","1,320.0081","0.000","32.235","60.000"
"264078","1,320.0135","-0.017","32.215","60.000"
"264079","1,320.0189","0.017","32.220","60.000"
"264080","1,320.0244","0.017","32.220","60.000"
"264081","1,320.0299","0.000","32.225","60.000"
"264082","1,320.0355","0.000","32.235","60.000"
"264083","1,320.0410","-0.017","32.210","60.000"
"264084","1,320.0465","0.000","32.210","60.000"
"264085","1,320.0521","0.000","32.225","60.000"
"264086","1,320.0576","0.000","32.220","60.000"
"264087","1,320.0631","0.000","32.220","60.000"
"264088","1,320.0670","-0.017","32.205","60.000"
"264089","1,320.0709","-0.017","32.210","60.000"
"264090","1,320.0748","0.000","32.210","60.000"
"264091","1,320.0787","-0.017","32.260","60.000"
"264092","1,320.0842","-0.017","32.220","60.000"
"264093","1,320.0897","0.000","32.200","60.000"
"264094","1,320.0951","0.000","32.200","60.000"
"264095","1,320.1003","0.017","32.215","60.000"
"264096","1,320.1054","0.017","32.220","60.000"
"264097","1,320.1106","0.000","32.220","60.000"
"264098","1,320.1157","0.000","32.220","60.000"
"264099","1,320.1209","0.000","32.215","60.000"
"264100","1,320.1260","-0.017","32.225","60.000"
"264101","1,320.1312","0.000","32.225","60.000"
"264102","1,320.1364","0.017","32.190","60.000"
"264103","1,320.1415","0.000","32.220","60.000"
"264104","1,320.1467","0.000","32.220","60.000"
"264105","1,320.1518","0.000","32.200","60.000"
"264106","1,320.1558","0.000","32.245","60.000"
"264107","1,320.1598","0.017","32.240","60.000"
"264108","1,320.1639","0.000","32.240","60.000"
"264109","1,320.1679","0.017","32.200","60.000"
"264110","1,320.1732","0.000","32.200","60.000"
"264111","1,320.1785","0.000","32.200","60.000"
"264112","1,320.1838","0.000","32.240","60.000"
"264113","1,320.1891","0.000","32.220","60.000"
"264114","1,320.1944","0.000","32.220","60.000"
"264115","1,320.1997","0.000","32.225","60.000"
"264116","1,320.2049","0.000","32.200","60.000"
"264117","1,320.2102","0.000","32.205","60.000"
"264118","1,320.2155","-0.017","32.205","60.000"
"264119","1,320.2207","-0.017","32.190","60.000"
"264120","1,320.2260","0.000","32.225","60.000"
"264121","1,320.2313","0.017","32.225","60.000"
"264122","1,320.2365","0.017","32.220","60.000"
"264123","1,320.2418","-0.017","32.240","60.000"
"264124","1,320.2458","-0.017","32.210","60.000"
"264125","1,320.2498","-0.017","32.210","60.000"
"264126","1,320.2538","-0.017","32.230","60.000"
"264127","1,320.2578","0.000","32.205","60.000"
"264128","1,320.2632","0.000","32.205","60.000"
"264129","1,320.2685","-0.017","32.205","60.000"
"264130","1,320.2738","-0.017","32.240","60.000"
"264131","1,320.2793","0.000","32.240","60.000"
"264132","1,320.2849","0.000","32.220","60.000"
"264133","1,320.2904","0.000","32.200","60.000"
"264134","1,320.2959","0.000","32.220","60.000"
"264135","1,320.3014","0.000","32.220","60.000"
"264136","1,320.3070","-0.017","32.230","60.000"
"264137","1,320.3125","-0.017","32.230","60.000"
"264138","1,320.3180","-0.017","32.230","60.000"
"264139","1,320.3235","-0.017","32.220","60.000"
"264140","1,320.3291","0.000","32.235","60.000"
"264141","1,320.3346","-0.017","32.205","60.000"
"264142","1,320.3378","0.000","32.205","60.000"
"264143","1,320.3411","-0.017","32.245","60.000"
"264144","1,320.3443","-0.017","32.220","60.000"
"264145","1,320.3475","0.000","32.220","60.000"
"264146","1,320.3507","0.000","32.225","60.000"
"264147","1,320.3561","-0.017","32.215","60.000"
"264148","1,320.3614","-0.017","32.210","60.000"
"264149","1,320.3668","0.000","32.210","60.000"
"264150","1,320.3724","0.000","32.195","60.000"
"264151","1,320.3781","0.000","32.215","60.000"
"264152","1,320.3837","0.000","32.215","60.000"
"264153","1,320.3893","-0.017","32.220","60.000"
"264154","1,320.3950","-0.017","32.240","60.000"
"264155","1,320.4006","0.000","32.240","60.000"
"264156","1,320.4062","0.000","32.205","60.000"
"264157","1,320.4119","-0.017","32.295","60.000"
"264158","1,320.4175","0.000","32.240","60.000"
"264159","1,320.4231","0.000","32.240","60.000"
"264160","1,320.4288","0.000","32.255","60.000"
"264161","1,320.4328","0.000","32.230","60.000"
"264162","1,320.4369","0.000","32.230","60.000"
"264163","1,320.4410","0.000","32.255","60.000"
"264164","1,320.4451","0.000","32.225","60.000"
"264165","1,320.4491","0.017","32.235","60.000"
"264166","1,320.4530","0.000","32.235","60.000"
"264167","1,320.4570","0.000","32.240","60.000"
"264168","1,320.4610","0.017","32.215","60.000"
"264169","1,320.4664","-0.017","32.215","60.000"
"264170","1,320.4717","0.000","32.205","60.000"
"264171","1,320.4770","-0.017","32.220","60.000"
"264172","1,320.4823","-0.017","32.220","60.000"
"264173","1,320.4877","0.000","32.220","60.000"
"264174","1,320.4930","0.000","32.210","60.000"
"264175","1,320.4982","-0.017","32.190","60.000"
"264176","1,320.5034","0.000","32.190","60.000"
"264177","1,320.5086","-0.017","32.200","60.000"
"264178","1,320.5141","-0.017","32.200","60.000"
"264179","1,320.5195","-0.033","32.200","60.000"
"264180","1,320.5250","0.000","32.225","60.000"
"264181","1,320.5289","0.000","32.220","60.000"
"264182","1,320.5329","0.000","32.250","60.000"
"264183","1,320.5368","0.000","32.250","60.000"
"264184","1,320.5408","0.000","32.205","60.000"
"264185","1,320.5461","0.000","32.240","60.000"
"264186","1,320.5514","-0.017","32.240","60.000"
"264187","1,320.5567","-0.017","32.245","60.000"
"264188","1,320.5620","0.000","32.215","60.000"
"264189","1,320.5673","0.000","32.220","60.000"
"264190","1,320.5726","0.017","32.220","60.000"
"264191","1,320.5780","0.000","32.205","60.000"
"264192","1,320.5835","-0.017","32.255","60.000"
"264193","1,320.5890","0.000","32.255","60.000"
"264194","1,320.5943","-0.017","32.230","60.000"
