"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"476193","2,379.8649","56.300","31.370","60.000"
"476194","2,379.8704","58.133","31.425","60.000"
"476195","2,379.8758","55.633","31.425","60.000"
"476196","2,379.8811","54.683","31.405","60.000"
"476197","2,379.8865","60.267","31.410","60.000"
"476198","2,379.8918","50.500","31.410","60.000"
"476199","2,379.8970","59.233","31.410","60.000"
"476200","2,379.9022","55.183","31.410","60.000"
"476201","2,379.9074","57.917","31.395","60.000"
"476202","2,379.9120","60.367","31.395","60.000"
"476203","2,379.9166","58.333","31.380","60.000"
"476204","2,379.9211","58.650","31.380","60.000"
"476205","2,379.9257","53.417","31.380","60.000"
"476206","2,379.9303","55.183","31.390","60.000"
"476207","2,379.9349","61.583","31.425","60.000"
"476208","2,379.9394","56.217","31.375","60.000"
"476209","2,379.9449","65.417","31.375","60.000"
"476210","2,379.9503","57.583","31.425","60.000"
"476211","2,379.9558","61.317","31.395","60.000"
"476212","2,379.9611","54.000","31.395","60.000"
"476213","2,379.9664","54.233","31.390","60.000"
"476214","2,379.9717","56.033","31.410","60.000"
"476215","2,379.9769","48.883","31.410","60.000"
"476216","2,379.9822","55.917","31.405","60.000"
"476217","2,379.9874","57.650","31.410","60.000"
"476218","2,379.9920","53.367","31.425","60.000"
"476219","2,379.9965","59.283","31.425","60.000"
"476220","2,380.0011","59.567","31.410","60.000"
"476221","2,380.0056","58.117","31.380","60.000"
"476222","2,380.0102","58.133","31.380","60.000"
"476223","2,380.0148","58.767","31.390","60.000"
"476224","2,380.0193","61.733","31.395","60.000"
"476225","2,380.0248","57.283","31.395","60.000"
"476226","2,380.0302","58.283","31.395","60.000"
"476227","2,380.0356","56.400","31.390","60.000"
"476228","2,380.0410","54.650","31.370","60.000"
"476229","2,380.0463","55.600","31.370","60.000"
"476230","2,380.0516","56.250","31.395","60.000"
"476231","2,380.0569","57.483","31.375","60.000"
"476232","2,380.0622","50.117","31.405","60.000"
"476233","2,380.0674","57.183","31.405","60.000"
"476234","2,380.0720","52.400","31.375","60.000"
"476235","2,380.0765","51.750","31.405","60.000"
"476236","2,380.0811","54.450","31.405","60.000"
"476237","2,380.0856","60.667","31.410","60.000"
"476238","2,380.0902","54.467","31.395","60.000"
